-29.008913, -55.89931, -79.14184, 15:57:15:869
-30.733734, -60.225838, -77.049164, 15:57:15:913
-33.51731, -63.584652, -75.58672, 15:57:15:956
-37.089546, -66.71999, -74.499344, 15:57:16:001
-41.74174, -69.616516, -72.906136, 15:57:16:051
-45.58884, -71.76983, -71.535355, 15:57:16:091
-46.153145, -73.102425, -70.49379, 15:57:16:136
-45.91594, -74.51796, -69.24189, 15:57:16:179
-45.10291, -74.97445, -68.637955, 15:57:16:218
-44.36685, -75.38973, -67.196884, 15:57:16:260
-43.696575, -74.76127, -67.86584, 15:57:16:324
-44.258926, -74.88334, -67.90108, 15:57:16:436
0.0, 0.0, 0.0, 16:02:52:895
-56.70143, -4.9733896, -133.51909, 16:02:53:138
-56.964928, -4.0905337, -134.27623, 16:02:53:256
-56.976223, -3.929151, -134.45007, 16:02:53:308
-57.18381, -3.6769593, -134.76694, 16:02:53:360
-57.087322, -3.5755277, -135.0004, 16:02:53:409
-56.79971, -3.570355, -134.7085, 16:02:53:462
-56.709488, -3.390605, -135.00723, 16:02:53:519
-56.655045, -3.1307878, -135.30074, 16:02:53:576
-56.543304, -3.0615091, -135.36673, 16:02:53:624
-56.511536, -3.073956, -134.26141, 16:02:53:675
-56.6209, -2.975052, -134.51591, 16:02:53:728
-56.62557, -2.929365, -134.79482, 16:02:53:782
-56.35809, -3.040841, -135.1739, 16:02:53:853
-56.1525, -3.1813712, -135.20326, 16:02:54:033
-56.046818, -3.1185176, -135.03778, 16:02:54:104
-56.327507, -3.0805123, -134.64742, 16:02:54:162
-56.20242, -3.0746803, -134.81421, 16:02:54:210
-56.004505, -3.039812, -135.07848, 16:02:54:260
-55.90786, -2.761986, -135.62238, 16:02:54:310
-55.764847, -2.2459126, -136.19868, 16:02:54:365
-55.3004, -1.1329159, -137.10999, 16:02:54:418
-54.607346, 0.6868783, -138.88165, 16:02:54:469
-53.670025, 4.299375, -143.22508, 16:02:54:523
-53.538498, 11.359273, -152.50974, 16:02:54:576
-54.720284, 18.62331, -161.6506, 16:02:54:628
-57.00701, 28.938099, -173.57726, 16:02:54:683
-60.197693, 43.531532, 170.91719, 16:02:54:755
-62.121468, 60.441498, 156.40314, 16:02:54:804
-62.991325, 71.700066, 146.33974, 16:02:54:851
-62.77537, 79.15364, 139.81413, 16:02:54:906
-61.496857, 88.03247, 132.82365, 16:02:54:956
-60.975014, 93.76202, 129.51772, 16:02:55:005
-63.030907, 100.00183, 128.69777, 16:02:55:055
-70.3338, 99.30524, 136.36523, 16:02:55:107
-77.03822, 79.733894, 162.12709, 16:02:55:158
-79.88175, 27.18978, -138.434, 16:02:55:212
-68.816986, 0.543299, -104.29098, 16:02:55:267
-58.290882, 1.368309, -99.98496, 16:02:55:315
-48.166763, 2.831778, -97.656525, 16:02:55:360
-42.513367, 3.0688927, -95.3388, 16:02:55:413
-36.772488, 1.6440606, -90.03545, 16:02:55:460
-32.85399, 1.2821088, -87.51309, 16:02:55:508
-28.565245, -0.8330646, -82.91156, 16:02:55:556
-23.021646, -5.2394905, -76.1887, 16:02:55:607
-17.226929, -9.563929, -69.65822, 16:02:55:662
-12.548114, -13.607794, -65.977036, 16:02:55:715
-11.93757, -17.371693, -63.549503, 16:02:55:761
-11.347064, -21.711348, -60.62044, 16:02:55:809
-9.1839075, -28.4775, -56.729214, 16:02:55:859
-6.417287, -36.539124, -53.241177, 16:02:55:910
-3.0074553, -45.055088, -49.761185, 16:02:55:958
0.6186946, -52.491585, -49.17997, 16:02:56:008
4.6431804, -58.714462, -48.15318, 16:02:56:058
7.417081, -64.06225, -47.51039, 16:02:56:103
9.549489, -69.27495, -47.33975, 16:02:56:143
9.354696, -70.851204, -49.547894, 16:02:56:188
9.480121, -74.161644, -50.04304, 16:02:56:228
5.7054725, -74.92809, -50.996304, 16:02:56:272
-6.6594734, -71.45962, -53.332893, 16:02:56:312
-20.671896, -66.00155, -57.224945, 16:02:56:353
-36.677135, -55.92696, -66.219826, 16:02:56:393
-49.401306, -42.134075, -80.16319, 16:02:56:440
-55.808624, -33.020153, -90.00066, 16:02:56:486
-59.72941, -28.846087, -94.58132, 16:02:56:535
-60.869537, -23.91377, -101.74948, 16:02:56:594
-62.71936, -19.667307, -108.818985, 16:02:56:645
-63.19777, -10.174494, -121.27333, 16:02:56:695
-61.82963, -0.050096404, -133.88107, 16:02:56:742
-60.380844, 8.144396, -143.47421, 16:02:56:789
-58.915367, 13.46342, -149.24959, 16:02:56:830
-56.625866, 17.864534, -153.62233, 16:02:56:875
-54.697227, 19.943792, -155.28058, 16:02:56:917
-54.624725, 18.24924, -153.3253, 16:02:56:965
-55.15394, 15.984795, -152.24847, 16:02:57:014
-55.545277, 12.978244, -151.09407, 16:02:57:058
-54.513584, 10.714149, -149.38248, 16:02:57:099
-54.37587, 8.93259, -147.3448, 16:02:57:153
-54.83132, 7.7737417, -145.70403, 16:02:57:221
-55.410427, 8.043528, -146.02048, 16:02:57:418
0.0, 0.0, 0.0, 16:05:46:353
-83.96576, -78.78052, -65.93711, 16:05:46:590
-83.97134, -78.75386, -64.65643, 16:05:46:707
-83.970985, -78.76855, -64.2053, 16:05:46:761
-83.97214, -78.76524, -65.825455, 16:05:46:813
-83.97287, -78.759, -65.82891, 16:05:46:863
-83.97162, -78.75098, -65.69969, 16:05:46:929
-83.96949, -78.74747, -65.48329, 16:05:46:991
-83.968544, -78.74838, -65.23463, 16:05:47:046
-83.96754, -78.76152, -65.39959, 16:05:47:100
-83.967606, -78.76871, -66.35179, 16:05:47:155
-83.96733, -78.75523, -66.92656, 16:05:47:211
-83.96729, -78.73969, -67.25345, 16:05:47:278
-83.96523, -78.75039, -67.93243, 16:05:47:445
-83.96346, -78.75227, -65.71328, 16:05:47:511
-83.96273, -78.74722, -65.375656, 16:05:47:569
-83.96256, -78.742424, -65.35074, 16:05:47:621
-83.96245, -78.73829, -64.942665, 16:05:47:673
-83.96235, -78.72803, -64.76784, 16:05:47:723
-83.965065, -78.67978, -64.31824, 16:05:47:772
-83.96102, -78.63986, -64.389435, 16:05:47:828
-83.95605, -78.61786, -64.84918, 16:05:47:879
-83.95421, -78.62964, -66.48535, 16:05:47:928
-83.953445, -78.626205, -66.64259, 16:05:47:981
-83.949974, -78.628456, -67.20221, 16:05:48:032
-83.946396, -78.636665, -66.56383, 16:05:48:079
-83.94698, -78.55046, -66.59517, 16:05:48:129
-83.927444, -78.539856, -65.995766, 16:05:48:187
-83.913246, -78.62115, -64.80328, 16:05:48:240
-83.90976, -78.63989, -65.02669, 16:05:48:292
-83.907005, -78.644005, -64.44197, 16:05:48:348
-83.90329, -78.65965, -65.79825, 16:05:48:399
-83.90342, -78.67736, -65.321045, 16:05:48:450
-83.90429, -78.67246, -64.159874, 16:05:48:500
-83.90442, -78.68612, -65.58126, 16:05:48:550
-83.90532, -78.686295, -66.12076, 16:05:48:599
-83.90683, -78.680664, -66.21995, 16:05:48:648
-83.90914, -78.70659, -66.1234, 16:05:48:700
-83.912285, -78.72567, -66.32563, 16:05:48:750
-83.91069, -78.7365, -66.64404, 16:05:48:802
-83.90825, -78.740746, -65.79955, 16:05:48:850
-83.907936, -78.73024, -64.43163, 16:05:48:900
-83.90766, -78.724205, -64.25171, 16:05:48:949
-83.90514, -78.723656, -64.73793, 16:05:48:997
-83.9038, -78.75545, -64.93131, 16:05:49:047
-83.90439, -78.78052, -65.21391, 16:05:49:098
-83.90546, -78.78803, -65.77759, 16:05:49:140
-83.905174, -78.79817, -66.08665, 16:05:49:187
-83.905594, -78.77623, -65.6602, 16:05:49:236
-83.907104, -78.780106, -65.65823, 16:05:49:286
-83.90439, -78.75798, -66.02879, 16:05:49:335
-83.886986, -78.81343, -66.06982, 16:05:49:382
-83.88544, -78.88496, -66.29624, 16:05:49:430
-83.88873, -78.9378, -65.95003, 16:05:49:478
-83.89056, -78.97006, -65.50427, 16:05:49:526
-83.89066, -78.97834, -65.58671, 16:05:49:570
-83.89021, -79.00807, -65.671135, 16:05:49:617
-83.89249, -79.00922, -65.47559, 16:05:49:664
-83.879395, -79.085846, -65.03968, 16:05:49:711
-83.87758, -79.12027, -64.89022, 16:05:49:758
-83.95578, -79.36741, -65.15298, 16:05:49:802
-84.52614, -83.277824, -63.16444, 16:05:49:847
-85.43847, -92.55839, -55.605648, 16:05:49:890
-85.71393, -96.629524, -52.32621, 16:05:49:930
-86.38585, -106.03617, -44.192272, 16:05:49:969
-88.1679, -106.00243, -44.75118, 16:05:50:012
-87.973526, 28.984282, 178.01886, 16:05:50:066
-84.49661, 26.260284, -178.3701, 16:05:50:112
-81.66989, 24.726233, -177.64996, 16:05:50:158
-76.87038, 26.041075, 178.83002, 16:05:50:205
-71.67117, 30.025982, 174.53645, 16:05:50:249
-67.60627, 34.074646, 170.408, 16:05:50:292
-64.13659, 36.289864, 167.96176, 16:05:50:337
-60.599335, 38.696045, 164.49515, 16:05:50:381
-58.763786, 39.67644, 162.46555, 16:05:50:426
-57.93155, 40.715492, 160.61333, 16:05:50:471
-53.34501, 42.567974, 161.14899, 16:05:50:514
-49.219303, 35.77293, 167.20692, 16:05:50:561
-50.78316, 36.25639, 166.47697, 16:05:50:606
-53.60595, 38.586514, 162.40813, 16:05:50:649
-54.923744, 38.161583, 161.8989, 16:05:50:696
-56.168076, 37.051304, 162.0203, 16:05:50:738
-58.44377, 37.508068, 161.87373, 16:05:50:782
-61.349773, 34.854694, 164.76166, 16:05:50:826
-65.49739, 19.625261, -176.06036, 16:05:50:875
-66.23932, 1.1851559, -153.58772, 16:05:50:916
-65.61392, -3.9309602, -146.52682, 16:05:50:967
-63.801277, -13.007607, -134.35977, 16:05:51:010
-62.389675, -13.93778, -132.45256, 16:05:51:055
-61.008133, -10.724113, -134.94247, 16:05:51:098
-59.857063, -8.566557, -135.45366, 16:05:51:140
-59.357975, -2.8802106, -139.58676, 16:05:51:185
-58.667755, -4.3165402, -136.24655, 16:05:51:256
-59.907803, -2.442675, -136.48767, 16:05:51:300
-62.06992, 0.7986055, -139.81042, 16:05:51:347
-63.40723, 1.3917091, -140.47496, 16:05:51:390
-63.98582, 1.5652683, -140.63889, 16:05:51:428
-64.38117, -0.29508194, -138.72128, 16:05:51:474
-63.80674, -3.3637512, -135.54895, 16:05:51:526
-62.829662, -6.2371774, -132.3912, 16:05:51:564
-62.513054, -4.6618557, -134.0436, 16:05:51:626
-62.82567, -2.074253, -136.81783, 16:05:51:815
0.0, 0.0, 0.0, 16:09:16:546
-51.232525, -11.816477, -125.44008, 16:09:16:748
-53.032722, -7.696056, -128.11697, 16:09:16:835
-53.36712, -5.866028, -130.66808, 16:09:16:883
-53.324272, -5.0174828, -131.7082, 16:09:16:935
-53.41307, -4.4921494, -132.21071, 16:09:16:984
-53.47, -4.207732, -132.4631, 16:09:17:033
-53.449173, -4.2495346, -132.43146, 16:09:17:080
-53.535942, -4.466809, -132.29018, 16:09:17:125
-53.69959, -4.5945506, -132.15541, 16:09:17:177
-53.720062, -4.6752825, -132.0776, 16:09:17:230
-53.640697, -4.613591, -132.11609, 16:09:17:282
-53.658897, -4.767025, -131.71284, 16:09:17:331
-53.6059, -4.6981072, -131.77556, 16:09:17:386
-53.732155, -4.543729, -131.64737, 16:09:17:452
-53.839653, -4.713762, -131.77681, 16:09:17:594
-54.465103, -4.507364, -132.44197, 16:09:17:654
-55.687122, -4.4602866, -132.3359, 16:09:17:711
-56.95945, -5.1683073, -130.65245, 16:09:17:764
-58.181286, -4.7966957, -129.98894, 16:09:17:812
-61.025894, 0.22948465, -134.83229, 16:09:17:864
-64.85459, 10.505985, -145.9097, 16:09:17:912
-67.7134, 27.13001, -163.89233, 16:09:17:964
-70.48792, 45.730064, 174.2634, 16:09:18:017
-72.46505, 61.051476, 157.56116, 16:09:18:068
-73.94739, 72.66231, 145.46808, 16:09:18:114
-76.141205, 69.61581, 149.49591, 16:09:18:162
-76.00104, 11.775506, -147.17535, 16:09:18:212
-59.371574, -17.773338, -110.88754, 16:09:18:261
-48.234222, -24.383486, -99.81854, 16:09:18:306
-42.20354, -24.678501, -96.69721, 16:09:18:387
-34.620453, -27.756386, -89.042595, 16:09:18:439
-31.099968, -29.332844, -84.977325, 16:09:18:485
-25.540733, -31.11061, -80.50266, 16:09:18:533
-20.589508, -32.007656, -76.068665, 16:09:18:581
-16.721256, -32.705883, -71.647385, 16:09:18:624
-13.370708, -33.954865, -67.704025, 16:09:18:666
-10.695143, -35.32791, -64.87579, 16:09:18:714
-9.836162, -38.634403, -63.26133, 16:09:18:760
-9.7686405, -47.018143, -59.09402, 16:09:18:804
-9.3547735, -55.966927, -55.780273, 16:09:18:847
-8.175903, -64.93253, -52.455162, 16:09:18:894
-7.5875387, -73.19391, -50.399258, 16:09:18:938
-6.4615493, -78.20387, -48.884453, 16:09:18:982
-4.5187354, -83.29085, -48.58399, 16:09:19:025
-3.6044319, -86.294, -48.577766, 16:09:19:076
-3.2199938, -88.48509, -48.33444, 16:09:19:122
-2.082308, -90.44609, -47.99797, 16:09:19:166
-1.9789493, -91.71152, -47.52956, 16:09:19:211
-2.557901, -92.843765, -46.969055, 16:09:19:257
-4.708624, -92.843765, -47.114285, 16:09:19:293
-8.2984915, -91.74478, -48.019073, 16:09:19:337
-12.979866, -89.41341, -49.77061, 16:09:19:384
-20.09795, -85.80381, -53.493134, 16:09:19:430
-34.152344, -78.97133, -62.368546, 16:09:19:474
-50.25884, -67.49999, -76.108925, 16:09:19:517
-60.76399, -46.544514, -97.63137, 16:09:19:560
-64.852776, -22.413774, -121.4506, 16:09:19:601
-64.68629, -2.1199567, -141.31744, 16:09:19:644
-62.559345, 13.837562, -156.46954, 16:09:19:689
-61.057396, 18.315117, -160.011, 16:09:19:732
-60.84997, 17.243372, -157.49367, 16:09:19:773
-60.256584, 16.547682, -155.0955, 16:09:19:818
-59.484417, 16.746788, -153.39755, 16:09:19:857
-58.84269, 18.266142, -153.20427, 16:09:19:901
-58.698887, 19.122833, -152.24277, 16:09:19:944
-57.65987, 20.881227, -152.97081, 16:09:19:985
-57.3129, 21.54651, -152.9408, 16:09:20:033
-57.09354, 23.183935, -153.829, 16:09:20:085
-57.404617, 22.199934, -152.55559, 16:09:20:127
-57.486816, 19.812996, -150.4069, 16:09:20:172
-57.89937, 15.46524, -146.11856, 16:09:20:222
-57.289898, 10.227522, -140.83041, 16:09:20:285
-57.289898, 10.227522, -140.83041, 16:09:20:447
0.0, 0.0, 0.0, 15:57:12:945
-52.65425, -1.6854663, -135.39719, 15:57:13:166
-52.36942, -1.6684581, -135.14746, 15:57:13:271
-53.019505, -1.029275, -135.9689, 15:57:13:323
-52.985058, -0.91192967, -136.09015, 15:57:13:402
-52.684998, -1.2771913, -135.69164, 15:57:13:446
-52.767704, -1.3078876, -135.96461, 15:57:13:500
-52.74884, -1.5751724, -135.6015, 15:57:13:554
-52.694107, -1.6271539, -135.38986, 15:57:13:603
-52.8404, -1.5461323, -135.72186, 15:57:13:646
-53.06306, -1.3395883, -136.41754, 15:57:13:692
-53.278847, -1.0457426, -136.80908, 15:57:13:736
-53.25839, -0.9755149, -136.81148, 15:57:13:781
-53.028236, -0.97883165, -137.0019, 15:57:13:831
-52.970047, -1.0572906, -137.08829, 15:57:13:893
-52.928326, -1.2417952, -136.66379, 15:57:14:031
-51.777004, -4.6996374, -131.97235, 15:57:14:086
-47.01957, -12.7665415, -121.19655, 15:57:14:137
-41.543716, -15.60797, -116.349945, 15:57:14:179
-36.822662, -14.975679, -116.171646, 15:57:14:224
-33.19407, -14.072669, -116.93534, 15:57:14:271
-29.58268, -13.897263, -117.36653, 15:57:14:312
-26.36052, -13.366536, -118.75415, 15:57:14:351
-23.283787, -11.794629, -121.51799, 15:57:14:391
-20.217772, -9.106178, -125.42999, 15:57:14:432
-17.588491, -5.453651, -130.24977, 15:57:14:471
-15.50617, -0.25160658, -137.11324, 15:57:14:514
-14.782734, 5.615221, -145.45975, 15:57:14:558
-15.453939, 12.036449, -155.46913, 15:57:14:598
-16.430613, 16.9994, -162.82231, 15:57:14:639
-18.108318, 22.967337, -170.88812, 15:57:14:679
-21.525352, 30.311104, 177.40984, 15:57:14:718
-25.588566, 34.060318, 172.80038, 15:57:14:759
-30.840792, 36.277817, 172.33647, 15:57:14:796
-36.973625, 40.92899, 169.94249, 15:57:14:836
-44.286697, 45.04819, 167.64626, 15:57:14:873
-49.391792, 47.968037, 165.92967, 15:57:14:912
-56.23888, 51.079807, 164.14874, 15:57:14:955
-64.499146, 46.945683, 169.6151, 15:57:14:996
-74.61705, 26.1343, -166.38916, 15:57:15:038
-77.94588, -0.5335323, -138.41408, 15:57:15:078
-76.06776, -23.058691, -114.159805, 15:57:15:118
-71.20611, -32.494656, -102.42708, 15:57:15:158
-64.58268, -35.08039, -97.4429, 15:57:15:201
-59.635868, -34.35282, -96.65916, 15:57:15:241
-56.722656, -35.196564, -96.32207, 15:57:15:282
-53.74267, -38.583458, -93.41291, 15:57:15:318
-50.159172, -40.35582, -91.53551, 15:57:15:358
-46.513046, -41.149597, -90.27218, 15:57:15:397
-44.860966, -40.67817, -90.93088, 15:57:15:438
-42.44891, -41.01018, -90.540276, 15:57:15:480
-40.801693, -41.31023, -90.42968, 15:57:15:523
-39.47474, -41.635395, -90.29484, 15:57:15:568
-36.77034, -41.47631, -91.89203, 15:57:15:619
-35.00608, -42.23848, -90.09018, 15:57:15:656
-33.4881, -43.75682, -88.56, 15:57:15:697
-31.982662, -45.503212, -86.810234, 15:57:15:741
-31.060822, -48.920017, -84.076996, 15:57:15:782
-30.29938, -53.100826, -81.08711, 15:57:15:825
-29.008913, -55.89931, -79.14184, 15:57:15:869
-30.733734, -60.225838, -77.049164, 15:57:15:913
-33.51731, -63.584652, -75.58672, 15:57:15:956
-37.089546, -66.71999, -74.499344, 15:57:16:001
-41.74174, -69.616516, -72.906136, 15:57:16:051
-45.58884, -71.76983, -71.535355, 15:57:16:091
-46.153145, -73.102425, -70.49379, 15:57:16:136
-45.91594, -74.51796, -69.24189, 15:57:16:179
-45.10291, -74.97445, -68.637955, 15:57:16:218
-44.36685, -75.38973, -67.196884, 15:57:16:260
-43.696575, -74.76127, -67.86584, 15:57:16:324
-44.258926, -74.88334, -67.90108, 15:57:16:436
0.0, 0.0, 0.0, 16:02:52:895
-56.70143, -4.9733896, -133.51909, 16:02:53:138
-56.964928, -4.0905337, -134.27623, 16:02:53:256
-56.976223, -3.929151, -134.45007, 16:02:53:308
-57.18381, -3.6769593, -134.76694, 16:02:53:360
-57.087322, -3.5755277, -135.0004, 16:02:53:409
-56.79971, -3.570355, -134.7085, 16:02:53:462
-56.709488, -3.390605, -135.00723, 16:02:53:519
-56.655045, -3.1307878, -135.30074, 16:02:53:576
-56.543304, -3.0615091, -135.36673, 16:02:53:624
-56.511536, -3.073956, -134.26141, 16:02:53:675
-56.6209, -2.975052, -134.51591, 16:02:53:728
-56.62557, -2.929365, -134.79482, 16:02:53:782
-56.35809, -3.040841, -135.1739, 16:02:53:853
-56.1525, -3.1813712, -135.20326, 16:02:54:033
-56.046818, -3.1185176, -135.03778, 16:02:54:104
-56.327507, -3.0805123, -134.64742, 16:02:54:162
-56.20242, -3.0746803, -134.81421, 16:02:54:210
-56.004505, -3.039812, -135.07848, 16:02:54:260
-55.90786, -2.761986, -135.62238, 16:02:54:310
-55.764847, -2.2459126, -136.19868, 16:02:54:365
-55.3004, -1.1329159, -137.10999, 16:02:54:418
-54.607346, 0.6868783, -138.88165, 16:02:54:469
-53.670025, 4.299375, -143.22508, 16:02:54:523
-53.538498, 11.359273, -152.50974, 16:02:54:576
-54.720284, 18.62331, -161.6506, 16:02:54:628
-57.00701, 28.938099, -173.57726, 16:02:54:683
-60.197693, 43.531532, 170.91719, 16:02:54:755
-62.121468, 60.441498, 156.40314, 16:02:54:804
-62.991325, 71.700066, 146.33974, 16:02:54:851
-62.77537, 79.15364, 139.81413, 16:02:54:906
-61.496857, 88.03247, 132.82365, 16:02:54:956
-60.975014, 93.76202, 129.51772, 16:02:55:005
-63.030907, 100.00183, 128.69777, 16:02:55:055
-70.3338, 99.30524, 136.36523, 16:02:55:107
-77.03822, 79.733894, 162.12709, 16:02:55:158
-79.88175, 27.18978, -138.434, 16:02:55:212
-68.816986, 0.543299, -104.29098, 16:02:55:267
-58.290882, 1.368309, -99.98496, 16:02:55:315
-48.166763, 2.831778, -97.656525, 16:02:55:360
-42.513367, 3.0688927, -95.3388, 16:02:55:413
-36.772488, 1.6440606, -90.03545, 16:02:55:460
-32.85399, 1.2821088, -87.51309, 16:02:55:508
-28.565245, -0.8330646, -82.91156, 16:02:55:556
-23.021646, -5.2394905, -76.1887, 16:02:55:607
-17.226929, -9.563929, -69.65822, 16:02:55:662
-12.548114, -13.607794, -65.977036, 16:02:55:715
-11.93757, -17.371693, -63.549503, 16:02:55:761
-11.347064, -21.711348, -60.62044, 16:02:55:809
-9.1839075, -28.4775, -56.729214, 16:02:55:859
-6.417287, -36.539124, -53.241177, 16:02:55:910
-3.0074553, -45.055088, -49.761185, 16:02:55:958
0.6186946, -52.491585, -49.17997, 16:02:56:008
4.6431804, -58.714462, -48.15318, 16:02:56:058
7.417081, -64.06225, -47.51039, 16:02:56:103
9.549489, -69.27495, -47.33975, 16:02:56:143
9.354696, -70.851204, -49.547894, 16:02:56:188
9.480121, -74.161644, -50.04304, 16:02:56:228
5.7054725, -74.92809, -50.996304, 16:02:56:272
-6.6594734, -71.45962, -53.332893, 16:02:56:312
-20.671896, -66.00155, -57.224945, 16:02:56:353
-36.677135, -55.92696, -66.219826, 16:02:56:393
-49.401306, -42.134075, -80.16319, 16:02:56:440
-55.808624, -33.020153, -90.00066, 16:02:56:486
-59.72941, -28.846087, -94.58132, 16:02:56:535
-60.869537, -23.91377, -101.74948, 16:02:56:594
-62.71936, -19.667307, -108.818985, 16:02:56:645
-63.19777, -10.174494, -121.27333, 16:02:56:695
-61.82963, -0.050096404, -133.88107, 16:02:56:742
-60.380844, 8.144396, -143.47421, 16:02:56:789
-58.915367, 13.46342, -149.24959, 16:02:56:830
-56.625866, 17.864534, -153.62233, 16:02:56:875
-54.697227, 19.943792, -155.28058, 16:02:56:917
-54.624725, 18.24924, -153.3253, 16:02:56:965
-55.15394, 15.984795, -152.24847, 16:02:57:014
-55.545277, 12.978244, -151.09407, 16:02:57:058
-54.513584, 10.714149, -149.38248, 16:02:57:099
-54.37587, 8.93259, -147.3448, 16:02:57:153
-54.83132, 7.7737417, -145.70403, 16:02:57:221
-55.410427, 8.043528, -146.02048, 16:02:57:418
0.0, 0.0, 0.0, 16:05:46:353
-83.96576, -78.78052, -65.93711, 16:05:46:590
-83.97134, -78.75386, -64.65643, 16:05:46:707
-83.970985, -78.76855, -64.2053, 16:05:46:761
-83.97214, -78.76524, -65.825455, 16:05:46:813
-83.97287, -78.759, -65.82891, 16:05:46:863
-83.97162, -78.75098, -65.69969, 16:05:46:929
-83.96949, -78.74747, -65.48329, 16:05:46:991
-83.968544, -78.74838, -65.23463, 16:05:47:046
-83.96754, -78.76152, -65.39959, 16:05:47:100
-83.967606, -78.76871, -66.35179, 16:05:47:155
-83.96733, -78.75523, -66.92656, 16:05:47:211
-83.96729, -78.73969, -67.25345, 16:05:47:278
-83.96523, -78.75039, -67.93243, 16:05:47:445
-83.96346, -78.75227, -65.71328, 16:05:47:511
-83.96273, -78.74722, -65.375656, 16:05:47:569
-83.96256, -78.742424, -65.35074, 16:05:47:621
-83.96245, -78.73829, -64.942665, 16:05:47:673
-83.96235, -78.72803, -64.76784, 16:05:47:723
-83.965065, -78.67978, -64.31824, 16:05:47:772
-83.96102, -78.63986, -64.389435, 16:05:47:828
-83.95605, -78.61786, -64.84918, 16:05:47:879
-83.95421, -78.62964, -66.48535, 16:05:47:928
-83.953445, -78.626205, -66.64259, 16:05:47:981
-83.949974, -78.628456, -67.20221, 16:05:48:032
-83.946396, -78.636665, -66.56383, 16:05:48:079
-83.94698, -78.55046, -66.59517, 16:05:48:129
-83.927444, -78.539856, -65.995766, 16:05:48:187
-83.913246, -78.62115, -64.80328, 16:05:48:240
-83.90976, -78.63989, -65.02669, 16:05:48:292
-83.907005, -78.644005, -64.44197, 16:05:48:348
-83.90329, -78.65965, -65.79825, 16:05:48:399
-83.90342, -78.67736, -65.321045, 16:05:48:450
-83.90429, -78.67246, -64.159874, 16:05:48:500
-83.90442, -78.68612, -65.58126, 16:05:48:550
-83.90532, -78.686295, -66.12076, 16:05:48:599
-83.90683, -78.680664, -66.21995, 16:05:48:648
-83.90914, -78.70659, -66.1234, 16:05:48:700
